name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats
16,2019,21.0,8.517393171418904,1,0,0,16.0,1368.0,160.77,5.0
3,2016,25.0,10.308985993422082,1,0,2,15.71,1998.0,189.0,5.0
2,2018,39.75,10.367253014814716,0,0,0,17.01,1968.0,188.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
16,2017,41.0,9.741027444837728,1,0,0,9.5,3604.0,280.0,5.0
19,2019,45.0,9.952325334619427,0,0,0,12.83,1999.0,148.31,7.0
24,2017,60.0,10.518700218288165,0,0,0,13.5,2987.0,254.79,5.0
3,2018,37.9,10.292179440058462,0,0,0,22.48,1995.0,187.74,5.0
3,2017,21.5,10.203629181337648,0,0,0,19.108188313345238,1491.3252850863223,97.99110021023124,5.0
3,2019,58.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
24,2016,27.0,10.463131911491967,0,0,0,15.0,2143.0,204.0,5.0
36,2018,34.0,9.99884318585288,0,0,0,18.0,1969.0,190.0,5.0
2,2015,26.5,10.87806606028079,0,0,0,12.07,2967.0,241.4,7.0
24,2017,58.5,10.757924157061597,0,0,0,13.5,2987.0,282.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
24,2018,25.5,9.798182590890704,1,0,0,15.04,1991.0,183.0,5.0
24,2017,27.0,9.680406499268875,1,0,0,14.74,1991.0,181.04,5.0
3,2016,21.5,10.308985993422082,0,0,0,22.69,1995.0,190.0,5.0
3,2016,29.0,9.392745258631441,0,0,0,18.12,1995.0,190.0,5.0
36,2017,100.0,10.308985993422082,1,0,0,42.0,1969.0,400.0,4.0
24,2018,46.0,8.984317679911129,0,0,0,17.9,2143.0,170.0,5.0
34,2018,30.0,10.463131911491967,0,1,0,14.24,2755.0,174.5,7.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
24,2016,30.0,10.596659732783579,0,0,0,13.0,2143.0,204.0,5.0
3,2013,37.5,10.933124826700707,0,0,0,11.2,2993.0,241.0,4.0
24,2016,29.0,10.34177474101152,0,0,0,13.0,2143.0,204.0,5.0
24,2017,27.0,10.043292972227004,0,0,0,17.9,2143.0,136.0,5.0
3,2018,60.0,10.24555127050591,0,0,0,17.09,2993.0,261.4,4.0
34,2018,29.4,11.51293546492023,0,0,0,12.9,2755.0,174.5,7.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
10,2018,32.5,9.392745258631441,0,0,0,10.91,3198.0,197.0,7.0
34,2018,29.0,10.799595985047786,0,0,0,12.9,2755.0,174.5,7.0
2,2018,39.75,10.367253014814716,0,0,0,17.01,1968.0,188.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
16,2017,41.0,9.741027444837728,1,0,0,9.5,3604.0,280.0,5.0
15,2017,26.25,9.105090961257085,0,0,0,13.6,1999.0,177.0,5.0
20,2019,51.5,9.90353755128617,1,0,0,22.37,2487.0,214.56,5.0
15,2017,32.0,10.714439990727769,0,0,0,19.33,1999.0,177.0,5.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
3,2019,54.0,8.922791623969637,0,0,0,16.78,1995.0,190.0,5.0
3,2019,55.0,9.04793908261736,0,0,0,16.78,1995.0,190.0,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
34,2017,29.5,10.819798284210286,0,0,0,15.04,2755.0,174.5,7.0
34,2018,32.0,10.819798284210286,0,1,0,14.24,2755.0,174.5,7.0
36,2019,38.0,9.90353755128617,0,0,0,18.0,1969.0,190.0,5.0
