name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats
33,2018,5.0,10.463131911491969,1,1,0,20.3,1199.0,83.81,5.0
23,2018,2.54999,10.12667110305036,1,1,0,16.8,796.0,34.2,8.0
12,2018,7.3,7.77863014732581,1,1,0,18.6,1197.0,81.83,5.0
11,2018,9.25,10.27163147557801,1,1,0,17.8,1497.0,117.3,5.0
23,2018,6.75,10.056251557087757,1,0,0,18.5,1197.0,83.14,5.0
23,2018,8.19999,10.39209824173096,0,1,0,24.3,1248.0,88.5,5.0
23,2018,3.9,9.239996256883693,1,1,0,23.95,998.0,67.05,5.0
23,2018,8.5,11.06665398721974,1,1,0,20.65,1462.0,103.25,5.0
34,2018,15.9,10.12667110305036,1,0,0,14.28,1798.0,138.03,5.0
23,2018,4.48,10.308985993422082,1,0,0,20.51,998.0,67.0,5.0
23,2018,6.1,10.463131911491969,1,1,0,21.4,1197.0,83.1,5.0
31,2018,3.5,10.12667110305036,1,1,0,23.01,999.0,67.0,5.0
2,2018,39.75,10.367253014814716,0,0,0,17.01,1968.0,188.0,5.0
3,2018,37.9,10.292179440058462,0,0,0,22.48,1995.0,187.74,5.0
32,2018,18.64999,10.819798284210286,1,0,0,14.67,1798.0,177.46,5.0
36,2018,34.0,9.99884318585288,0,0,0,18.0,1969.0,190.0,5.0
33,2018,8.11,9.305741456739437,1,1,0,17.0,1198.0,108.5,5.0
24,2018,25.5,9.798182590890704,1,0,0,15.04,1991.0,183.0,5.0
33,2018,10.25,8.987321812850125,0,0,0,21.5,1497.0,108.5,5.0
10,2018,5.75,9.15915233520675,1,1,0,18.16,1196.0,86.8,5.0
23,2018,4.2,10.463131911491969,1,0,0,20.51,998.0,67.0,5.0
23,2018,2.7,9.90353755128617,1,1,0,24.7,796.0,47.3,5.0
23,2018,7.0,8.962007209588313,1,0,0,22.0,1197.0,81.8,5.0
23,2018,7.0,10.819798284210286,0,1,0,28.4,1248.0,74.02,5.0
23,2018,8.3,8.517393171418904,1,0,0,21.4,1197.0,83.1,5.0
31,2018,3.35,10.308985993422082,1,1,0,25.17,799.0,53.3,5.0
33,2018,5.2,11.002116507732016,1,1,0,17.57,1193.0,88.7,5.0
10,2018,9.1,9.61587214452889,1,1,0,17.0,1497.0,121.36,5.0
24,2018,46.0,8.984317679911129,0,0,0,17.9,2143.0,170.0,5.0
33,2018,6.45,9.210440366976515,1,0,0,20.3,1199.0,84.0,5.0
12,2018,12.1,10.12667110305036,0,1,0,21.38,1396.0,88.7,5.0
12,2018,5.2,10.275085591132717,0,1,0,24.0,1186.0,73.97,5.0
23,2018,6.1,10.859018228147889,1,1,0,22.0,1197.0,81.8,5.0
34,2018,30.0,10.463131911491969,0,1,0,14.24,2755.0,174.5,7.0
31,2018,3.9,9.472781556562168,1,1,0,20.71,799.0,53.26,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
11,2018,10.85,6.90875477931522,1,0,0,18.0,1497.0,117.6,5.0
33,2018,3.25,11.51293546492023,1,1,0,23.84,1199.0,84.0,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
33,2018,15.25,10.819798284210286,0,1,0,17.6,2179.0,153.86,7.0
10,2018,9.5,10.308985993422082,0,1,0,23.0,1498.0,98.96,5.0
31,2018,10.5,9.798182590890704,0,1,0,19.6,1461.0,108.45,5.0
12,2018,5.0,11.002116507732016,1,1,0,20.14,1197.0,81.86,5.0
23,2018,7.55,9.61587214452889,0,1,0,28.4,1248.0,74.02,5.0
16,2018,16.0,9.546884034617923,0,1,0,17.1,1956.0,170.0,5.0
12,2018,8.01,9.90353755128617,1,1,0,18.6,1197.0,81.83,5.0
23,2018,7.5,8.517393171418904,0,1,0,24.3,1248.0,88.5,5.0
12,2018,5.7,10.12667110305036,1,1,0,18.6,1197.0,81.83,5.0
12,2018,5.8,10.373522431293592,1,1,0,18.9,1197.0,81.86,5.0
10,2018,5.5,9.561067663645012,1,1,0,18.16,1196.0,86.8,5.0
7,2018,2.17,10.12667110305036,1,1,0,22.7,799.0,53.64,5.0
10,2018,7.0,9.857495968685136,1,1,0,19.0,1194.0,94.68,5.0
27,2018,6.7,10.463131911491969,0,1,0,22.71,1461.0,84.8,5.0
12,2018,5.0,9.90353755128617,1,1,2,18.9,1197.0,81.86,5.0
12,2018,5.8,10.308985993422082,1,0,0,18.9,1197.0,81.86,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
23,2018,9.5,11.261909563554315,0,1,0,25.1,1248.0,88.5,5.0
22,2018,5.35,9.952325334619427,1,1,2,18.15,1198.0,82.0,6.0
23,2018,4.55,11.51293546492023,1,1,2,19.0,1197.0,85.8,5.0
34,2018,11.0,10.12667110305036,1,0,0,17.8,1496.0,105.5,5.0
22,2018,3.4,10.849201155083453,1,1,0,18.15,1198.0,82.0,6.0
12,2018,5.0,9.210440366976515,1,1,0,20.14,1197.0,81.86,5.0
12,2018,5.31,9.90353755128617,1,0,0,18.9,1197.0,81.86,5.0
12,2018,4.5,10.308985993422082,1,1,0,18.9,1197.0,81.86,5.0
31,2018,4.0,11.002116507732016,1,1,0,23.01,999.0,67.0,5.0
23,2018,2.2,9.210440366976515,1,1,0,16.8,796.0,34.2,8.0
12,2018,5.8,10.373522431293592,1,1,0,18.9,1197.0,81.86,5.0
12,2018,7.1,11.156264806643742,0,1,0,24.0,1186.0,73.97,5.0
31,2018,3.4,9.210440366976515,1,1,0,25.17,799.0,53.3,5.0
12,2018,7.5,10.308985993422082,0,1,0,21.19,1396.0,88.76,5.0
22,2018,6.0,11.156264806643742,0,1,0,18.49,2179.0,120.0,9.0
34,2018,17.45,9.210440366976515,0,0,0,11.36,2755.0,171.5,7.0
23,2018,8.11,11.51293546492023,0,1,0,28.4,1248.0,74.02,5.0
12,2018,11.0,11.002116507732016,1,1,0,17.0,1591.0,121.3,5.0
23,2018,9.5,10.950824090522444,0,1,2,25.1,1248.0,88.5,5.0
33,2018,9.5,10.59665973278358,0,0,0,21.5,1497.0,108.5,5.0
22,2018,6.5,8.699681400989514,1,1,0,18.15,1198.0,82.0,6.0
10,2018,7.93,10.308985993422082,0,1,0,25.83,1498.0,99.0,5.0
23,2018,7.95,10.640173035110555,1,1,0,21.21,1197.0,81.8,5.0
34,2018,14.0,9.513034202048402,1,1,0,14.28,1798.0,138.03,5.0
23,2018,7.5,9.61587214452889,1,1,0,22.0,1197.0,81.8,5.0
3,2018,60.0,10.24555127050591,0,0,0,17.09,2993.0,261.4,4.0
34,2018,29.4,11.51293546492023,0,0,0,12.9,2755.0,174.5,7.0
12,2018,8.9,10.275085591132717,1,0,0,17.4,1197.0,81.86,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
12,2018,5.5,10.819798284210286,0,1,0,24.0,1186.0,73.97,5.0
23,2018,7.7,10.819798284210286,0,1,0,24.3,1248.0,88.5,5.0
12,2018,6.5,10.367253014814716,1,1,0,18.6,1197.0,81.86,5.0
12,2018,5.3,11.002116507732016,0,1,0,25.4,1186.0,73.97,5.0
33,2018,5.6,10.177362240256697,1,1,0,23.84,1199.0,84.0,5.0
23,2018,10.0,10.819798284210286,0,1,0,28.09,1248.0,88.5,5.0
23,2018,8.33,10.463131911491969,0,0,0,24.3,1248.0,88.5,5.0
12,2018,7.0,8.699681400989514,1,1,0,18.6,1197.0,81.83,5.0
23,2018,10.3,10.12667110305036,0,1,0,25.1,1248.0,88.5,5.0
12,2018,8.0,10.308985993422082,0,1,0,21.19,1396.0,88.76,5.0
10,2018,9.5,10.308985993422082,0,1,0,23.0,1498.0,98.96,5.0
22,2018,5.0,9.210440366976515,0,1,0,23.5,909.0,45.0,8.0
22,2018,12.0,10.819798284210286,0,1,0,17.3,1497.0,121.0,7.0
12,2018,5.7,11.289794413577894,0,1,0,25.4,1186.0,73.97,5.0
34,2018,15.76,11.156264806643742,0,1,0,13.68,2393.0,147.8,7.0
11,2018,6.8,9.05683948099042,1,1,0,18.7,1199.0,88.7,5.0
22,2018,7.75,10.997706872899512,0,1,0,18.49,1493.0,100.0,7.0
22,2018,6.6,11.21520652458772,0,1,0,21.0,1498.0,74.96,7.0
23,2018,4.8,9.922113016659292,1,1,0,20.89,1197.0,81.8,5.0
23,2018,7.7,10.819798284210286,0,1,0,24.3,1248.0,88.5,5.0
12,2018,7.0,10.308985993422082,1,1,0,18.6,1197.0,81.83,5.0
12,2018,8.5,11.002116507732016,0,1,0,22.54,1396.0,88.76,5.0
23,2018,6.5,10.477316144080852,0,1,0,28.4,1248.0,74.02,5.0
23,2018,4.0,9.770013301136158,1,1,0,20.51,998.0,67.04,5.0
23,2018,6.25,9.210440366976515,1,1,0,21.4,1197.0,83.1,5.0
10,2018,32.5,9.39274525863144,0,0,0,10.91,3198.0,197.0,7.0
34,2018,29.0,10.799595985047786,0,0,0,12.9,2755.0,174.5,7.0
33,2018,7.4,9.61587214452889,1,1,0,17.0,1198.0,108.5,5.0
2,2018,39.75,10.367253014814716,0,0,0,17.01,1968.0,188.0,5.0
34,2018,10.0,8.3654396361887,1,1,0,17.1,1496.0,105.5,5.0
34,2018,10.0,8.56216655705897,1,1,0,17.1,1496.0,105.5,5.0
23,2018,9.25,10.073778699946107,0,1,0,28.09,1248.0,88.5,5.0
12,2018,5.9,9.210440366976515,1,1,0,18.9,1197.0,81.86,5.0
23,2018,5.75,9.90353755128617,1,1,0,21.4,1197.0,83.1,5.0
33,2018,15.75,10.308985993422082,0,1,0,17.6,2179.0,153.86,7.0
33,2018,15.75,10.12667110305036,0,1,0,17.6,2179.0,153.86,7.0
22,2018,12.0,10.463131911491969,0,1,0,17.3,1497.0,121.0,8.0
31,2018,3.5,10.308985993422082,1,1,0,23.01,999.0,67.0,5.0
33,2018,7.0,10.463131911491969,0,1,0,21.5,1497.0,108.5,5.0
10,2018,7.0,9.857495968685136,1,1,0,19.0,1194.0,94.68,5.0
23,2018,9.0,10.12667110305036,1,1,0,19.34,1462.0,103.0,7.0
12,2018,4.8,10.59665973278358,1,1,0,20.14,1197.0,81.86,5.0
22,2018,14.65,11.60824473564232,0,1,0,16.36,2179.0,140.0,7.0
23,2018,5.6,9.90353755128617,1,1,0,21.4,1197.0,83.1,5.0
33,2018,4.5,8.517393171418904,1,1,0,23.84,1199.0,84.0,5.0
34,2018,10.8,9.45727857185611,1,0,0,17.8,1496.0,105.5,5.0
35,2018,6.78,9.741027444837728,1,1,0,18.78,999.0,75.0,5.0
7,2018,4.3,8.517393171418904,1,1,2,20.63,1198.0,67.0,5.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
36,2018,24.75,7.601402334583733,0,0,0,16.8,1984.0,150.0,5.0
33,2018,12.5,10.12667110305036,0,1,0,17.6,2179.0,147.94,7.0
16,2018,16.75,11.289794413577894,0,1,0,17.1,1956.0,170.0,5.0
23,2018,5.5,8.517393171418904,1,1,0,22.0,1197.0,81.8,5.0
34,2018,32.0,10.819798284210286,0,1,0,14.24,2755.0,174.5,7.0
10,2018,32.5,9.39274525863144,0,0,0,10.91,3198.0,197.0,7.0
34,2018,32.0,11.002116507732016,0,0,0,15.04,2755.0,174.5,7.0
22,2018,14.0,10.308985993422082,0,1,0,16.0,1997.0,140.0,7.0
23,2018,2.6,10.308985993422082,1,1,0,16.8,796.0,34.2,8.0
12,2018,10.5,11.156264806643742,0,1,0,21.38,1396.0,88.7,5.0
12,2018,7.0,8.699681400989514,1,1,0,18.6,1197.0,81.83,5.0
2,2018,39.75,10.367253014814716,0,0,0,17.01,1968.0,188.0,5.0
34,2018,10.0,8.3654396361887,1,1,0,17.1,1496.0,105.5,5.0
34,2018,10.0,8.56216655705897,1,1,0,17.1,1496.0,105.5,5.0
23,2018,9.25,10.073778699946107,0,1,0,28.09,1248.0,88.5,5.0
23,2018,4.3,9.71655538318449,1,1,0,20.51,998.0,67.04,5.0
10,2018,6.4,8.699848026000312,1,1,0,15.9,1496.0,120.69,5.0
31,2018,12.5,9.39274525863144,0,1,0,19.6,1461.0,108.45,5.0
23,2018,10.0,10.59665973278358,0,1,0,28.09,1248.0,88.5,5.0
31,2018,4.09999,10.463131911491969,1,1,0,23.01,999.0,67.0,5.0
12,2018,4.44,9.61587214452889,1,1,0,21.1,814.0,55.2,5.0
23,2018,6.5,10.819798284210286,0,1,0,28.4,1248.0,74.02,5.0
23,2018,4.75,10.308985993422082,1,1,0,21.63,998.0,67.04,5.0
3,2018,33.5,9.798182590890704,0,0,0,19.62,1998.0,190.0,5.0
34,2018,18.0,9.90353755128617,0,0,0,11.36,2755.0,171.5,8.0
12,2018,5.4,8.853808274977197,1,1,0,20.3,1086.0,68.0,5.0
9,2018,9.1,9.90353755128617,0,1,0,17.0,2596.0,80.8,5.0
23,2018,9.5,10.976987140389165,0,1,0,24.3,1248.0,88.5,5.0
22,2018,9.0,10.174887792413626,0,1,0,16.55,2498.0,105.0,6.0
24,2018,29.5,10.736418414365376,0,1,0,15.8,2148.0,170.0,5.0
31,2018,3.3,10.308985993422082,1,1,0,23.01,999.0,67.0,5.0
10,2018,9.5,10.226331631955956,0,1,0,22.77,1498.0,98.59,5.0
11,2018,8.5,8.962007209588313,1,1,0,17.5,1199.0,88.7,5.0
23,2018,8.5,10.985309671896765,0,1,0,24.2,1498.0,93.87,7.0
33,2018,2.5,11.60824473564232,0,1,0,25.0,1396.0,69.0,5.0
31,2018,3.95,9.287394001418471,1,1,0,25.17,799.0,53.3,5.0
22,2018,15.3,10.59665973278358,0,1,0,16.0,2179.0,138.0,7.0
12,2018,7.0,10.275085591132717,0,1,0,24.0,1186.0,73.97,5.0
23,2018,6.5,9.99884318585288,1,1,2,21.56,1462.0,103.25,5.0
12,2018,7.0,10.308985993422082,1,1,2,18.6,1197.0,81.83,5.0
22,2018,9.0,11.002116507732016,0,1,0,15.4,2523.0,75.0,7.0
11,2018,6.0,9.90353755128617,1,1,0,19.5,1199.0,88.76,5.0
35,2018,5.65,9.852246888342531,1,1,0,18.78,999.0,75.0,5.0
12,2018,6.1,9.61587214452889,1,1,0,18.6,1197.0,81.83,5.0
23,2018,5.09999,11.156264806643742,1,1,2,22.0,1197.0,81.8,5.0
12,2018,9.5,9.538780436900131,1,1,0,17.0,1591.0,121.3,5.0
33,2018,5.0,10.819798284210286,0,1,0,24.7,1047.0,69.0,5.0
12,2018,3.25,9.210440366976515,1,1,0,21.1,814.0,55.2,5.0
23,2018,5.5,9.210440366976515,1,1,0,21.4,1197.0,83.1,5.0
23,2018,7.2,10.12667110305036,1,1,0,20.73,1373.0,91.1,5.0
12,2018,5.0,10.59665973278358,1,1,0,18.9,1197.0,81.86,5.0
33,2018,7.9,11.002116507732016,0,1,0,21.5,1497.0,108.5,5.0
12,2018,7.0,10.645448706505872,1,0,0,18.6,1368.0,98.63,5.0
12,2018,13.5,8.517393171418904,1,0,0,14.8,1591.0,121.3,5.0
23,2018,5.5,10.102379394048045,1,1,0,22.0,1197.0,81.8,5.0
35,2018,6.0,9.61587214452889,1,1,0,16.2,1199.0,74.0,5.0
33,2018,5.75,11.156264806643742,1,1,0,17.0,1198.0,108.5,5.0
22,2018,7.5,11.156264806643742,0,1,0,16.5,1493.0,70.0,7.0
23,2018,7.0,8.732465848349879,1,1,0,19.34,1462.0,103.0,7.0
12,2018,9.46,11.002116507732016,0,1,0,22.1,1396.0,88.7,5.0
23,2018,6.8,11.156264806643742,0,1,0,28.4,1248.0,74.02,5.0
23,2018,7.2,9.90353755128617,1,1,0,22.0,1197.0,81.8,5.0
10,2018,9.25,10.415142832042596,0,1,0,22.77,1498.0,98.59,5.0
10,2018,6.5,9.938227086340024,0,1,0,23.8,1499.0,98.63,5.0
23,2018,9.55,10.59665973278358,0,1,0,24.52,1248.0,88.5,7.0
22,2018,13.25,10.001249270318624,0,1,0,16.36,2179.0,120.0,7.0
10,2018,5.3,11.289794413577894,0,1,0,26.1,1498.0,99.23,5.0
12,2018,7.4,8.987321812850125,1,1,0,18.6,1197.0,81.83,5.0
33,2018,4.9,10.12667110305036,1,1,0,23.84,1199.0,84.0,5.0
33,2018,3.9,10.12667110305036,1,1,0,23.84,1199.0,84.0,5.0
12,2018,5.55,10.12667110305036,1,1,2,18.6,1197.0,81.83,5.0
12,2018,6.0,10.59665973278358,1,1,0,18.6,1197.0,81.83,5.0
31,2018,3.8,8.517393171418904,1,1,0,23.01,999.0,67.0,5.0
23,2018,3.58,10.691967639914864,1,1,0,15.37,1196.0,73.0,7.0
11,2018,8.25,10.59665973278358,0,1,0,25.8,1498.0,98.6,5.0
12,2018,4.9,8.853808274977197,1,1,0,20.3,1086.0,68.0,5.0
22,2018,10.5,9.61587214452889,0,1,0,16.0,2179.0,140.0,7.0
23,2018,6.5,10.463131911491969,1,1,0,22.0,1197.0,81.8,5.0
35,2018,6.5,10.87806606028079,0,1,0,20.14,1498.0,88.0,5.0
11,2018,10.31,11.002116507732016,0,1,0,25.6,1498.0,97.9,5.0
12,2018,3.3,11.156264806643742,1,1,0,20.3,998.0,68.05,5.0
23,2018,5.5,10.308985993422082,1,1,0,21.4,1197.0,83.1,5.0
9,2018,10.5,9.472781556562168,0,1,0,17.0,2200.0,139.01,7.0
23,2018,7.4,10.566639335560671,0,1,0,27.39,1248.0,74.0,5.0
23,2018,6.0,11.153102714740765,1,0,0,22.0,1197.0,81.8,5.0
