name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats
11,2006,1.58,11.849404844423074,1,1,3,17.7,1497.0,78.0,5.0
12,2010,2.25,11.751950239425476,0,1,0,23.0,1396.0,90.0,5.0
23,2007,1.3,11.695255355062796,1,1,0,16.1,1298.0,88.2,5.0
23,2001,0.45,8.517393171418904,1,1,2,16.1,796.0,37.0,4.0
34,2011,3.5,11.407576060361786,0,1,0,23.59,1364.0,67.1,5.0
23,2005,0.92,11.51293546492023,1,1,2,17.3,993.0,60.0,5.0
23,2009,2.8,11.849404844423074,0,1,2,19.3,1248.0,73.9,5.0
23,2007,2.0,11.289794413577894,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2009,1.8,11.407576060361786,1,1,2,18.9,1061.0,67.0,5.0
23,2002,1.5,11.289794413577894,1,1,2,19.7,796.0,46.3,5.0
22,2011,1.74,11.51293546492023,0,1,2,21.0,1461.0,64.1,5.0
23,2009,2.2,11.695255355062796,1,1,0,18.9,1061.0,67.0,5.0
8,2003,0.7,10.819798284210286,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
33,2011,4.25,11.002116507732016,0,1,2,13.93,2179.0,138.03,7.0
33,2011,2.65,11.695255355062796,0,1,0,21.12,1248.0,88.8,5.0
12,2011,1.9,11.60824473564232,1,1,3,20.36,1197.0,78.9,5.0
12,2011,2.35,11.002116507732016,1,1,2,20.36,1197.0,78.9,5.0
33,2003,0.5,11.156264806643742,0,1,0,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2009,1.75,10.92415631759022,1,1,0,18.2,998.0,67.1,5.0
23,2008,1.2,11.127277689932466,1,1,3,19.7,796.0,46.3,5.0
23,2009,1.85,11.251573687764475,1,1,2,21.79,998.0,67.05,5.0
33,2010,2.0,11.51293546492023,0,1,2,18.8,1248.0,90.0,5.0
35,2010,7.0,11.643962499267984,1,1,0,14.3,1798.0,160.0,5.0
33,2010,3.0,10.778977123006351,1,1,0,15.8,1172.0,65.0,5.0
34,2009,3.0,11.51293546492023,1,1,2,14.53,1798.0,138.1,5.0
23,2010,3.0,11.695255355062796,0,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2008,1.05,11.082157933374816,1,1,1,19.7,796.0,46.3,5.0
12,2009,1.35,11.289794413577894,1,1,2,17.92,1086.0,62.1,5.0
3,2010,9.75,11.187209175200516,1,0,2,10.8,2497.0,150.0,5.0
35,2011,3.75,10.799595985047786,1,1,0,15.04,1598.0,103.6,5.0
23,2011,1.75,9.305741456739437,1,1,0,23.95,998.0,67.05,5.0
34,2009,4.5,11.170449240431308,1,0,0,12.1,2362.0,164.7,5.0
35,2011,3.0,11.51293546492023,0,1,2,20.54,1598.0,103.6,5.0
10,2011,1.6,11.695255355062796,0,1,0,20.0,1399.0,68.0,5.0
23,1999,0.4,10.59665973278358,1,1,2,16.1,796.0,37.0,4.0
23,2010,2.2,11.695255355062796,0,1,0,21.1,1248.0,73.9,5.0
11,2005,1.0,11.695255355062796,1,1,2,13.0,1493.0,100.0,5.0
34,2010,3.0,11.002116507732016,0,1,0,21.43,1364.0,87.2,5.0
6,2000,1.0,11.002116507732016,1,1,0,18.5,796.0,53.0,5.0
11,2009,3.45,10.757924157061597,1,1,2,17.0,1497.0,118.0,5.0
23,2005,0.85,11.407576060361786,1,1,0,17.3,993.0,60.0,5.0
23,2010,2.15,11.700242855114809,1,1,2,18.9,998.0,67.1,5.0
12,2010,3.2,11.51293546492023,1,1,3,16.2,1599.0,103.2,5.0
12,2005,0.65,11.362114203075018,1,1,0,15.3,1341.0,83.0,5.0
23,2003,0.4,11.407576060361786,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2011,1.6,10.12667110305036,1,1,2,19.7,796.0,46.3,5.0
23,2008,1.3,11.695255355062796,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2010,2.5,11.60824473564232,0,1,2,21.1,1248.0,73.9,5.0
12,2011,1.65,11.225256725762891,1,1,0,17.92,1086.0,62.1,5.0
12,2007,0.8,11.695255355062796,1,1,2,13.2,1495.0,94.0,5.0
12,2009,2.0,10.87806606028079,1,1,2,20.36,1197.0,78.9,5.0
12,2008,1.1,11.695255355062796,1,1,2,14.2,1341.0,82.9,5.0
33,2005,0.75,11.60824473564232,0,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
34,2011,11.5,12.10625783509458,0,1,2,11.5,2982.0,171.0,7.0
34,2011,4.8,11.695255355062796,0,1,0,12.8,2494.0,102.0,7.0
22,2011,4.04,11.714714625626018,0,1,0,12.05,2179.0,120.0,9.0
12,2008,1.14999,11.46374572492597,1,1,3,13.2,1495.0,94.0,5.0
23,2005,1.1,10.714439990727769,1,1,2,19.7,796.0,46.3,5.0
33,2011,4.5,11.289794413577894,0,1,3,11.57,2179.0,138.1,7.0
22,2009,4.0,12.04355959836804,0,1,2,13.6,2523.0,63.0,7.0
22,2007,2.1,12.244769182865774,0,1,2,13.6,2523.0,63.0,7.0
12,2011,2.65,9.90353755128617,1,0,0,16.95,1197.0,78.9,5.0
12,2010,3.0,11.156264806643742,1,1,0,17.0,1197.0,80.0,5.0
23,2005,0.9,11.5065250257892,1,1,2,19.7,796.0,46.3,5.0
23,2010,2.15,11.156264806643742,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2006,0.81,11.289794413577894,1,1,0,16.1,796.0,37.0,4.0
22,1983,3.0,9.210440366976515,0,1,3,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2011,3.25,10.968215530759236,1,1,3,16.1,1298.0,88.2,5.0
12,2010,2.54999,11.289794413577894,1,1,1,17.0,1197.0,80.0,5.0
23,2003,0.65,11.002116507732016,1,1,1,17.3,993.0,60.0,5.0
34,2007,4.04,11.695255355062796,0,1,3,12.8,2494.0,102.0,8.0
23,2011,1.85,12.128116509451258,0,1,3,21.1,1248.0,73.9,5.0
27,2011,2.5,10.819798284210286,0,1,0,23.08,1461.0,63.1,5.0
23,2002,0.6,11.51293546492023,1,1,1,17.3,993.0,60.0,5.0
23,2007,0.85,11.289794413577894,1,1,2,18.2,998.0,67.1,5.0
12,2005,0.85,11.002116507732016,1,1,2,19.10818831334524,1491.3252850863223,97.99110021023124,5.0
23,2005,0.85,11.289794413577894,1,1,1,19.7,796.0,46.3,5.0
23,2011,2.65,11.407576060361786,0,1,1,19.3,1248.0,73.9,5.0
23,2010,1.3,11.995357787034976,1,1,2,19.0,998.0,66.1,5.0
23,2008,1.7,11.695255355062796,0,1,3,17.8,1248.0,75.0,5.0
27,2011,2.75,10.714439990727769,0,1,0,23.08,1461.0,63.1,5.0
23,2005,0.89,11.407576060361786,1,1,2,18.9,998.0,67.1,5.0
10,2010,1.7,11.407576060361786,0,1,2,20.0,1399.0,68.0,5.0
12,2009,2.15,11.002116507732016,1,1,0,20.36,1197.0,78.9,5.0
34,2008,3.25,11.289794413577894,0,1,1,12.8,2494.0,102.0,7.0
33,2011,1.5,10.819798284210286,1,1,2,15.64,1193.0,64.08,5.0
23,2005,0.65,10.463131911491969,1,1,0,18.9,998.0,67.1,5.0
12,2010,1.4,11.156264806643742,1,1,1,20.36,1197.0,78.9,5.0
12,2010,1.5,11.571203807011967,1,1,3,20.36,1197.0,78.9,5.0
11,2009,5.0,11.695255355062796,1,0,2,11.1,2354.0,158.8,5.0
34,2005,2.5,12.388398368982116,0,1,3,12.8,2494.0,102.0,8.0
12,2009,3.4,12.273735966890268,1,1,2,13.9,1599.0,103.2,5.0
12,2009,3.4,12.273735966890268,0,1,2,16.8,1493.0,110.0,5.0
23,2010,1.5,11.289794413577894,1,1,0,20.92,998.0,67.1,5.0
23,2010,1.6,11.289794413577894,1,1,2,19.7,796.0,46.3,5.0
34,2008,5.7,11.80560254159177,0,1,2,12.8,2494.0,102.0,7.0
27,2011,2.54999,11.60824473564232,0,1,2,23.08,1461.0,63.1,5.0
23,2009,1.3,10.59665973278358,1,1,0,16.1,796.0,37.0,4.0
22,2011,2.29999,12.04355959836804,0,1,2,21.0,1461.0,64.1,5.0
23,2004,0.81,11.289794413577894,1,1,2,16.1,796.0,37.0,4.0
23,2010,1.2,11.156264806643742,1,1,2,16.1,796.0,37.0,4.0
5,2011,5.0,11.507922973347435,0,1,3,11.5,1991.0,147.9,7.0
33,2011,2.0,11.60824473564232,0,1,2,17.0,1405.0,71.0,5.0
