name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats
23,2014,4.5,11.8879382384223,0,1,0,23.4,1248.0,74.0,5.0
32,2014,3.7,11.695255355062796,0,1,2,21.14,1498.0,103.52,5.0
10,2013,2.0,12.037659911047468,0,1,0,20.0,1399.0,68.1,5.0
31,2014,5.0,11.127277689932466,0,1,2,19.01,1461.0,108.45,5.0
12,2012,5.0,10.87806606028079,0,1,2,23.0,1396.0,90.0,5.0
23,2012,6.0,11.184435286790633,0,1,0,21.5,1248.0,88.8,5.0
5,2013,3.0,11.156264806643742,0,1,0,18.2,1248.0,73.8,7.0
23,2012,1.5,10.463131911491969,1,1,2,14.0,796.0,35.0,5.0
23,2012,1.5,11.23850177707664,1,1,0,16.1,796.0,37.0,4.0
11,2013,4.25,11.3655964644899,1,1,0,16.8,1497.0,116.3,5.0
34,2014,15.0,11.251573687764475,0,1,0,12.55,2982.0,168.5,7.0
34,2013,7.0,11.502885230075814,0,1,0,12.99,2494.0,100.0,7.0
24,2014,14.5,10.2328272702548,0,0,2,14.8,2143.0,120.7,5.0
26,2013,10.9,11.92504173829169,0,1,0,13.5,2477.0,175.56,7.0
2,2013,17.5,10.431199791458544,0,0,2,17.68,1968.0,174.33,5.0
2,2013,16.89999,10.819798284210286,0,0,0,18.53,1968.0,187.74,5.0
24,2013,14.25,10.985309671896765,0,0,0,14.84,2143.0,170.0,5.0
12,2013,4.25,11.002116507732016,0,1,0,21.27,1396.0,88.76,5.0
23,2013,4.5,11.695255355062796,0,1,2,22.9,1248.0,74.0,5.0
23,2012,4.5,11.695255355062796,1,1,2,16.02,1373.0,93.7,7.0
35,2013,4.5,12.04355959836804,0,1,0,20.54,1598.0,103.6,5.0
12,2012,2.9,10.239995502805316,1,1,0,19.81,1086.0,68.05,5.0
35,2012,5.35,9.39274525863144,1,1,2,15.04,1598.0,103.6,5.0
12,2013,5.25,11.026808713825016,1,1,0,18.5,1197.0,82.85,5.0
22,2014,6.25,11.156264806643742,0,0,2,11.79,2179.0,120.0,8.0
12,2013,5.22,11.918397239722838,0,1,2,22.32,1582.0,126.32,5.0
12,2013,4.51999,11.141876276228,0,1,0,21.9,1396.0,88.76,5.0
27,2014,4.0,11.156264806643742,0,1,3,20.45,1461.0,83.8,5.0
23,2012,3.7,12.07254696717504,0,1,1,19.3,1248.0,73.9,5.0
23,2013,6.25,11.407576060361786,0,1,2,20.77,1248.0,88.76,7.0
